File Name,positive_score,negative_score,polarity_score,subjectivity_score,avg_sentence_length,percentage_complex_words,complex_word_count,word_count,avg_word_length,syllable_per_word,fog_index,pronoun_count
bctech2125.txt,6,2,0.4999999375000079,0.07142857079081634,16.3,36.607142857142854,41,112,7.294642857142857,2.392857142857143,6.666428571428572,0
bctech2126.txt,1,2,-0.33333322222225925,0.038461537968441824,31.0,17.94871794871795,14,78,6.1923076923076925,1.9743589743589745,12.471794871794872,0
bctech2127.txt,9,0,0.9999998888889013,0.04838709651404787,29.545454545454547,34.40860215053764,64,186,6.779569892473118,2.247311827956989,11.95581622678397,0
bctech2128.txt,5,0,0.99999980000004,0.03164556941996475,17.866666666666667,31.645569620253166,50,158,6.670886075949367,2.2278481012658227,7.27324894514768,0
bctech2129.txt,0,0,0.0,0.0,31.0,19.047619047619047,4,21,5.761904761904762,1.5714285714285714,12.476190476190476,0
bctech2130.txt,3,0,0.9999996666667778,0.04761904686318973,14.0,34.92063492063492,22,63,6.555555555555555,2.2222222222222223,5.739682539682541,0
bctech2131.txt,7,0,0.9999998571428775,0.10144927389203952,18.666666666666668,33.33333333333333,23,69,6.434782608695652,2.0579710144927534,7.6000000000000005,0
bctech2132.txt,4,2,0.33333327777778704,0.11538461316568052,35.0,23.076923076923077,12,52,5.884615384615385,1.8461538461538463,14.092307692307694,0
bctech2133.txt,4,3,0.1428571224489825,0.12962962722908097,10.0,35.18518518518518,19,54,6.481481481481482,2.185185185185185,4.140740740740741,0
bctech2134.txt,3,1,0.49999987500003124,0.08163265139525201,10.666666666666666,30.612244897959183,15,49,6.551020408163265,2.0816326530612246,4.389115646258503,0
bctech2135.txt,10,0,0.99999990000001,0.060240963492524315,20.857142857142858,34.33734939759036,57,166,6.680722891566265,2.2650602409638556,8.480206540447504,0
bctech2136.txt,1,0,0.9999990000010001,0.011235954929933092,21.571428571428573,28.08988764044944,25,89,6.269662921348314,2.134831460674157,8.740930979133228,0
bctech2137.txt,3,8,-0.4545454132231443,0.04526748952564819,29.357142857142858,33.33333333333333,81,243,6.42798353909465,2.234567901234568,11.876190476190477,0
bctech2138.txt,10,3,0.5384614970414233,0.10317460235575712,21.1,26.190476190476193,33,126,6.5,2.1587301587301586,8.544761904761906,0
bctech2139.txt,13,2,0.7333332844444478,0.07389162525176539,20.22222222222222,40.88669950738916,83,203,7.16256157635468,2.4876847290640396,8.252435686918446,0
bctech2140.txt,9,3,0.4999999583333368,0.07453416102773813,21.666666666666668,32.298136645962735,52,161,6.6397515527950315,2.2857142857142856,8.795859213250518,0
bctech2141.txt,6,0,0.9999998333333611,0.03278688506673833,21.5,30.601092896174865,56,183,6.33879781420765,2.1748633879781423,8.7224043715847,0
bctech2142.txt,4,1,0.599999880000024,0.02923976591087856,22.153846153846153,27.485380116959064,47,171,6.374269005847953,2.08187134502924,8.971479982006299,0
bctech2143.txt,3,0,0.9999996666667778,0.030303029996939092,20.0,30.303030303030305,30,99,6.040404040404041,2.0707070707070705,8.121212121212123,0
bctech2144.txt,2,2,0.0,0.040816326114119124,34.75,27.55102040816326,27,98,6.091836734693878,2.010204081632653,14.010204081632654,0
bctech2145.txt,4,0,0.9999997500000625,0.04651162736614387,20.5,36.04651162790697,31,86,6.325581395348837,2.2093023255813953,8.344186046511629,0
bctech2146.txt,4,0,0.9999997500000625,0.04301075222569084,21.666666666666668,31.182795698924732,29,93,6.397849462365591,2.150537634408602,8.791397849462367,0
bctech2147.txt,3,0,0.9999996666667778,0.03333333296296297,19.285714285714285,31.11111111111111,28,90,6.4,2.1555555555555554,7.838730158730158,0
bctech2148.txt,2,0,0.99999950000025,0.027777777391975313,26.5,33.33333333333333,24,72,6.194444444444445,2.125,10.733333333333334,0
bctech2149.txt,4,0,0.9999997500000625,0.05479451979733535,20.2,32.87671232876712,24,73,6.205479452054795,2.2054794520547945,8.21150684931507,0
bctech2150.txt,4,2,0.33333327777778704,0.056074765831076956,19.272727272727273,28.971962616822427,31,107,6.02803738317757,2.0373831775700935,7.824978759558199,0
bctech2151.txt,15,10,0.19999999200000032,0.04578754570368582,18.333333333333332,28.388278388278387,155,546,6.514652014652015,2.2014652014652016,7.446886446886447,0
bctech2152.txt,9,7,0.12499999218750048,0.05633802797064075,22.095238095238095,48.943661971830984,139,284,7.179577464788732,2.5422535211267605,9.033869885982561,2
bctech2153.txt,14,9,0.21739129489603065,0.04356060597810491,25.205882352941178,38.446969696969695,203,528,6.600378787878788,2.337121212121212,10.23614081996435,0
bctech2154.txt,22,19,0.07317072992266513,0.048809523751417234,21.375,31.547619047619047,265,840,6.391666666666667,2.182142857142857,8.676190476190476,0
bctech2155.txt,8,7,0.06666666222222252,0.12820512710935789,20.818181818181817,23.076923076923077,27,117,5.9743589743589745,1.9914529914529915,8.419580419580418,2
bctech2156.txt,0,0,0.0,0.0,16.0,37.5,6,16,9.1875,3.1875,6.550000000000001,0
bctech2157.txt,2,0,0.99999950000025,0.028169013687760373,16.428571428571427,30.985915492957744,22,71,6.126760563380282,2.028169014084507,6.695372233400402,0
